,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Code Description
8920,2021-03-14,11:46,Sunday,WELLESLEY STATION,SUO,0,0,N,YU,5614,Passenger Other
8921,2021-03-14,13:59,Sunday,YONGE BD STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
8922,2021-03-14,14:02,Sunday,SPADINA BD STATION,SUPOL,0,0,E,BD,5240,Held By Polce - Non-TTC Related
8923,2021-03-14,14:05,Sunday,SPADINA YUS STATION,SUPOL,0,0,N,YU,5431,Held By Polce - Non-TTC Related
8924,2021-03-14,14:21,Sunday,KEELE STATION,MUSC,0,0,W,BD,5358,Miscellaneous Speed Control
8925,2021-03-14,15:21,Sunday,LANSDOWNE STATION,SUDP,8,12,W,BD,5261,Disorderly Patron
8926,2021-03-14,15:30,Sunday,ST GEORGE YUS STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported
8927,2021-03-14,16:36,Sunday,BATHURST STATION,MUIRS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
8928,2021-03-14,16:59,Sunday,CHESTER STATION,TUSC,0,0,W,BD,5261,Operator Overspeeding
8929,2021-03-14,17:33,Sunday,BLOOR STATION,MUI,13,18,N,YU,5721,Injured or ill Customer (On Train) - Transported
8930,2021-03-14,17:52,Sunday,ISLINGTON STATION,SUO,0,0,N/A,BD,0,Passenger Other
8931,2021-03-14,17:54,Sunday,COXWELL STATION,TUNIP,4,8,W,BD,5258,Operator Not In Position
8932,2021-03-14,18:18,Sunday,CHRISTIE STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
8933,2021-03-14,18:40,Sunday,VAUGHAN MC STATION,MUATC,3,8,S,YU,5481,ATC Project
8934,2021-03-14,20:01,Sunday,BROADVIEW STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
8935,2021-03-14,20:52,Sunday,BAY STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
8936,2021-03-14,21:49,Sunday,VAUGHAN MC STATION,MUI,5,10,S,YU,5576,Injured or ill Customer (On Train) - Transported
8937,2021-03-14,22:00,Sunday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
8938,2021-03-15,00:25,Monday,KING STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
8939,2021-03-15,00:34,Monday,YONGE BD STATION,SUUT,0,0,N/A,BD,0,Unauthorized at Track Level
8940,2021-03-15,01:04,Monday,LAWRENCE STATION,MUPAA,3,8,N,YU,5751,Passenger Assistance Alarm Activated - No Trouble Found
8941,2021-03-15,01:35,Monday,EGLINTON STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
8942,2021-03-15,02:05,Monday,NORTH YORK CTR STATION,MUSC,0,0,S,YU,5476,Miscellaneous Speed Control
8943,2021-03-15,02:26,Monday,SHEPPARD WEST STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
8944,2021-03-15,05:08,Monday,FINCH STATION,PUMO,0,0,N/A,YU,0,Station Other
8945,2021-03-15,05:26,Monday,EGLINTON STATION,MUSC,0,0,N,YU,6131,Miscellaneous Speed Control
8946,2021-03-15,06:00,Monday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU,0,Miscellaneous Other
8947,2021-03-15,07:17,Monday,ROSEDALE STATION,SUDP,4,8,N,YU,5836,Disorderly Patron
8948,2021-03-15,09:51,Monday,EGLINTON STATION,MUSC,0,0,N,YU,5746,Miscellaneous Speed Control
8949,2021-03-15,10:00,Monday,YORK MILLS STATION,MUSC,0,0,N,YU,5746,Miscellaneous Speed Control
8950,2021-03-15,10:51,Monday,ROSEDALE STATION,TUATC,8,12,S,YU,5446,ATC Operator Related
8951,2021-03-15,11:08,Monday,YONGE BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
8952,2021-03-15,11:23,Monday,JANE STATION,MUD,3,7,W,BD,5289,Door Problems - Passenger Related
8953,2021-03-15,11:37,Monday,ISLINGTON STATION,TUS,3,7,E,BD,5031,Crew Unable to Maintain Schedule
8954,2021-03-15,12:22,Monday,WILSON STATION,MUPAA,0,0,N,YU,5801,Passenger Assistance Alarm Activated - No Trouble Found
8955,2021-03-15,12:34,Monday,EGLINTON STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
8956,2021-03-15,13:37,Monday,VAUGHAN MC STATION,TUNIP,5,10,S,YU,5676,Operator Not In Position
8957,2021-03-15,14:08,Monday,FINCH STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
8958,2021-03-15,14:24,Monday,WARDEN STATION,SUDP,10,14,W,BD,5060,Disorderly Patron
8959,2021-03-15,15:09,Monday,VAUGHAN MC STATION,EUBO,4,8,S,YU,5461,Body
8960,2021-03-15,16:02,Monday,FINCH STATION,SUAP,0,0,N/A,YU,0,Assault / Patron Involved
8961,2021-03-15,16:54,Monday,FINCH STATION,TUSUP,3,7,S,YU,5786,Supervisory Error
8962,2021-03-15,17:16,Monday,WELLESLEY STATION,SUDP,3,7,N,YU,5731,Disorderly Patron
8963,2021-03-15,18:04,Monday,ST GEORGE YUS STATION,MUPAA,0,0,S,YU,5676,Passenger Assistance Alarm Activated - No Trouble Found
8964,2021-03-15,18:18,Monday,SPADINA BD STATION,SUAP,0,0,E,BD,5307,Assault / Patron Involved
8965,2021-03-15,18:45,Monday,BAYVIEW STATION,SUUT,11,16,W,SHP,6161,Unauthorized at Track Level
8966,2021-03-15,18:49,Monday,SHERBOURNE STATION,MUIS,0,0,W,BD,5014,Injured or ill Customer (In Station) - Transported
8967,2021-03-15,19:59,Monday,COXWELL STATION,MUPAA,0,0,W,BD,5354,Passenger Assistance Alarm Activated - No Trouble Found
8968,2021-03-15,20:02,Monday,BLOOR STATION,SUAP,0,0,S,YU,5496,Assault / Patron Involved
8969,2021-03-15,20:55,Monday,SUMMERHILL STATION,SUUT,6,10,N,YU,6081,Unauthorized at Track Level
8970,2021-03-15,22:00,Monday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
8971,2021-03-15,23:07,Monday,YORK MILLS STATION,MUWR,13,18,N,YU,5746,Work Refusal
8972,2021-03-15,23:42,Monday,YORKDALE STATION,EUBK,5,10,N,YU,5391,Brakes
8973,2021-03-16,01:31,Tuesday,DON MILLS STATION,TUSC,0,0,W,SHP,6151,Operator Overspeeding
8974,2021-03-16,01:54,Tuesday,DUNDAS STATION,SUDP,3,8,N,YU,5561,Disorderly Patron
8975,2021-03-16,02:38,Tuesday,FINCH STATION,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
8976,2021-03-16,05:14,Tuesday,FINCH STATION,PUMO,0,0,N/A,YU,0,Station Other
8977,2021-03-16,05:20,Tuesday,DAVISVILLE STATION,MUSC,0,0,S,YU,6041,Miscellaneous Speed Control
8978,2021-03-16,05:26,Tuesday,DAVISVILLE STATION,MUSC,0,0,S,YU,6116,Miscellaneous Speed Control
8979,2021-03-16,06:00,Tuesday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU,0,Miscellaneous Other
8980,2021-03-16,06:39,Tuesday,KEELE STATION,PUMO,0,0,N/A,BD,0,Station Other
8981,2021-03-16,06:51,Tuesday,NORTH YORK CTR STATION,EUSC,0,0,N,YU,5746,Speed Control Equipment  
8982,2021-03-16,07:20,Tuesday,EGLINTON WEST STATION,MUNCA,0,0,N/A,YU,0,
8983,2021-03-16,07:53,Tuesday,SUMMERHILL STATION,EUSC,0,0,N,YU,5746,Speed Control Equipment  
8984,2021-03-16,10:14,Tuesday,YORK MILLS STATION,TUSC,0,0,S,YU,6086,Operator Overspeeding
8985,2021-03-16,11:02,Tuesday,YONGE BD STATION,SUDP,0,0,N/A,BD,0,Disorderly Patron
8986,2021-03-16,11:46,Tuesday,SHERBOURNE STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
8987,2021-03-16,12:11,Tuesday,BAY STATION,MUPR1,40,44,E,BD,5079,Priority One - Train in Contact With Person
8988,2021-03-16,12:33,Tuesday,WILSON STATION,PUSRA,9,13,N,YU,5506,Subway Radio System Fault 
8989,2021-03-16,12:34,Tuesday,SUMMERHILL STATION,SUAP,3,7,N,YU,5661,Assault / Patron Involved
8990,2021-03-16,12:35,Tuesday,KENNEDY BD STATION,MUO,4,8,W,BD,5142,Miscellaneous Other
8991,2021-03-16,12:46,Tuesday,FINCH STATION,SUO,0,0,N/A,YU,0,Passenger Other
8992,2021-03-16,13:14,Tuesday,KIPLING STATION,MUIRS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
8993,2021-03-16,13:22,Tuesday,ROYAL YORK STATION,MUO,0,0,N/A,BD,0,Miscellaneous Other
8994,2021-03-16,13:46,Tuesday,ST ANDREW STATION,MUSAN,5,10,S,YU,5661,Unsanitary Vehicle
8995,2021-03-16,14:17,Tuesday,FINCH STATION,TUO,4,9,S,YU,5556,Transportation Department - Other
8996,2021-03-16,14:30,Tuesday,QUEEN STATION,SUO,0,0,N,YU,0,Passenger Other
8997,2021-03-16,14:54,Tuesday,WILSON STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
8998,2021-03-16,14:55,Tuesday,JANE STATION,EUPI,5,9,W,BD,5054,Propulsion System
8999,2021-03-16,15:51,Tuesday,DONLANDS STATION,EUME,11,14,W,BD,5002,RC&S Maintenance Error - (Human)
9000,2021-03-16,17:27,Tuesday,QUEEN STATION,MUATC,4,8,N,YU,6136,ATC Project
9001,2021-03-16,18:24,Tuesday,ST GEORGE BD STATION,MUDD,6,10,W,BD,5108,Door Problems - Debris Related
9002,2021-03-16,19:29,Tuesday,ST GEORGE YUS STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9003,2021-03-16,19:58,Tuesday,ST ANDREW STATION,MUPAA,0,0,S,YU,5491,Passenger Assistance Alarm Activated - No Trouble Found
9004,2021-03-16,20:28,Tuesday,LAWRENCE STATION,TUSC,0,0,S,YU,5831,Operator Overspeeding
9005,2021-03-16,20:51,Tuesday,DUNDAS STATION,SUDP,0,0,N,YU,5421,Disorderly Patron
9006,2021-03-16,21:33,Tuesday,FINCH STATION,SUAP,0,0,N,YU,5746,Assault / Patron Involved
9007,2021-03-16,22:00,Tuesday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
9008,2021-03-16,22:11,Tuesday,SHEPPARD-YONGE STATION,MUNOA,0,0,E,SHP,0,No Operator Immediately Available - Not E.S.A. Related 
9009,2021-03-16,22:25,Tuesday,LESLIE STATION,TUSC,0,0,W,SHP,6176,Operator Overspeeding
9010,2021-03-16,23:37,Tuesday,DAVISVILLE YARD,MUO,0,0,N/A,YU,0,Miscellaneous Other
9011,2021-03-17,01:22,Wednesday,FINCH WEST STATION,TUO,10,15,N,YU,5941,Transportation Department - Other
9012,2021-03-17,01:32,Wednesday,ST GEORGE BD STATION,SUROB,6,13,W,BD,5342,Robbery
9013,2021-03-17,01:36,Wednesday,ST GEORGE YUS STATION,SUROB,0,0,N,YU,5906,Robbery
9014,2021-03-17,01:39,Wednesday,SPADINA YUS STATION,SUROB,11,16,S,YU,6056,Robbery
9015,2021-03-17,01:56,Wednesday,KENNEDY BD STATION,MUPAA,0,0,N/A,BD,5109,Passenger Assistance Alarm Activated - No Trouble Found
9016,2021-03-17,05:15,Wednesday,INGLIS BUILDING,PUMEL,0,0,N/A,N/A,0,Escalator/Elevator Incident
9017,2021-03-17,05:54,Wednesday,DON MILLS STATION,MUSC,0,0,W,SHP,6176,Miscellaneous Speed Control
9018,2021-03-17,06:00,Wednesday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU,0,Miscellaneous Other
9019,2021-03-17,06:18,Wednesday,ROSEDALE STATION,MUATC,3,7,S,YU,5496,ATC Project
9020,2021-03-17,08:04,Wednesday,YORK MILLS STATION,MUSC,0,0,N,YU,5746,Miscellaneous Speed Control
9021,2021-03-17,08:36,Wednesday,ST GEORGE YUS STATION,SUDP,6,10,S,YU,5901,Disorderly Patron
9022,2021-03-17,09:11,Wednesday,LAWRENCE STATION,MUSC,0,0,N,YU,5741,Miscellaneous Speed Control
9023,2021-03-17,09:42,Wednesday,FINCH STATION,SUO,0,0,N/A,YU,0,Passenger Other
9024,2021-03-17,11:24,Wednesday,EGLINTON STATION,MUIR,0,0,N,YU,5731,Injured or ill Customer (On Train) - Medical Aid Refused
9025,2021-03-17,11:44,Wednesday,WOODBINE STATION,PUSO,6,10,W,BD,5180,S/E/C Department Other
9026,2021-03-17,12:25,Wednesday,HIGH PARK STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
9027,2021-03-17,12:28,Wednesday,EGLINTON STATION,MUSC,0,0,N,YU,5561,Miscellaneous Speed Control
9028,2021-03-17,13:11,Wednesday,VICTORIA PARK STATION,SUO,3,8,W,BD,5299,Passenger Other
9029,2021-03-17,14:11,Wednesday,BLOOR STATION,SUAP,0,0,N/A,YU,0,Assault / Patron Involved
9030,2021-03-17,14:19,Wednesday,ST CLAIR STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
9031,2021-03-17,14:31,Wednesday,ROSEDALE STATION,TUOS,6,10,S,YU,5741,Operator Overshot Platform
9032,2021-03-17,14:32,Wednesday,WARDEN STATION,SUROB,0,0,N/A,BD,0,Robbery
9033,2021-03-17,14:38,Wednesday,WILSON STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9034,2021-03-17,15:38,Wednesday,KEELE STATION,SUO,4,8,W,BD,5307,Passenger Other
9035,2021-03-17,17:19,Wednesday,COLLEGE STATION,SUO,4,9,S,YU,6116,Passenger Other
9036,2021-03-17,17:50,Wednesday,DUNDAS WEST STATION,SUUT,3,7,W,BD,5342,Unauthorized at Track Level
9037,2021-03-17,18:19,Wednesday,WILSON STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9038,2021-03-17,18:34,Wednesday,RUNNYMEDE STATION,EUDO,19,23,E,BD,5020,Door Problems - Faulty Equipment
9039,2021-03-17,18:35,Wednesday,BESSARION STATION,MUSC,0,0,E,SHP,6171,Miscellaneous Speed Control
9040,2021-03-17,18:48,Wednesday,DOWNSVIEW PARK STATION,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
9041,2021-03-17,18:50,Wednesday,ST GEORGE BD STATION,SUDP,4,8,W,BD,5035,Disorderly Patron
9042,2021-03-17,18:59,Wednesday,DUNDAS WEST STATION,EUCD,4,8,E,BD,5020,Consequential Delay (2nd Delay Same Fault)
9043,2021-03-17,19:33,Wednesday,FINCH STATION,MUSC,0,0,S,YU,5741,Miscellaneous Speed Control
9044,2021-03-17,19:43,Wednesday,UNION STATION,MUIR,7,11,N,YU,5836,Injured or ill Customer (On Train) - Medical Aid Refused
9045,2021-03-17,20:40,Wednesday,OSSINGTON CENTRE TRACK,SUO,0,0,W,BD,5051,Passenger Other
9046,2021-03-17,21:12,Wednesday,SPADINA BD STATION,SUUT,3,10,E,BD,5187,Unauthorized at Track Level
9047,2021-03-17,21:36,Wednesday,DAVISVILLE STATION,SUDP,0,0,N,YU,5796,Disorderly Patron
9048,2021-03-17,22:00,Wednesday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
9049,2021-03-17,22:19,Wednesday,FINCH WEST STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9050,2021-03-17,23:30,Wednesday,JANE STATION,SUDP,3,10,E,BD,5267,Disorderly Patron
9051,2021-03-18,00:05,Thursday,PIONEER VILLAGE STATIO,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9052,2021-03-18,00:43,Thursday,CHESTER STATION,MUD,9,13,W,BD,5109,Door Problems - Passenger Related
9053,2021-03-18,01:25,Thursday,WARDEN STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9054,2021-03-18,01:47,Thursday,ST GEORGE YUS STATION,MUATC,10,15,N,YU,5671,ATC Project
9055,2021-03-18,02:14,Thursday,SHEPPARD STATION,MUPAA,0,0,N,YU,5561,Passenger Assistance Alarm Activated - No Trouble Found
9056,2021-03-18,02:22,Thursday,YORK MILLS STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
9057,2021-03-18,03:13,Thursday,KENNEDY BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9058,2021-03-18,05:29,Thursday,ST CLAIR STATION,MUIE,0,0,N/A,YU,0,Injured Employee
9059,2021-03-18,05:33,Thursday,EGLINTON STATION,TUCC,0,0,N,YU,5451,Transit Control Related Problems
9060,2021-03-18,05:44,Thursday,ROSEDALE STATION,PUATC,32,40,S,YU,5771,ATC Signals Other
9061,2021-03-18,05:49,Thursday,ROSEDALE STATION,TUMVS,0,0,S,YU,6041,Operator Violated Signal
9062,2021-03-18,05:58,Thursday,ST GEORGE BD STATION,PUTWZ,0,0,W,BD,5295,Work Zone Problems - Track
9063,2021-03-18,06:09,Thursday,DON MILLS STATION,SUAE,5,11,W,SHP,5146,Assault / Employee Involved
9064,2021-03-18,06:47,Thursday,KIPLING STATION,EUNT,5,10,E,BD,5267,Equipment - No Trouble Found
9065,2021-03-18,06:52,Thursday,MAIN STREET STATION,MUIE,0,0,N/A,BD,0,Injured Employee
9066,2021-03-18,07:09,Thursday,KIPLING STATION,EUNT,4,8,E,BD,5333,Equipment - No Trouble Found
9067,2021-03-18,08:20,Thursday,WARDEN STATION,SUUT,9,13,W,BD,5118,Unauthorized at Track Level
9068,2021-03-18,09:12,Thursday,QUEEN STATION,MUPAA,0,0,N,YU,5776,Passenger Assistance Alarm Activated - No Trouble Found
9069,2021-03-18,10:44,Thursday,CHRISTIE STATION,PUSWZ,7,11,E,BD,5178,Work Zone Problems - Signals
9070,2021-03-18,10:53,Thursday,OSSINGTON STATION,PUSWZ,7,11,E,BD,5506,Work Zone Problems - Signals
9071,2021-03-18,11:52,Thursday,KEELE STATION,SUO,0,0,E,BD,5103,Passenger Other
9072,2021-03-18,11:53,Thursday,UNION STATION,MUPAA,0,0,S,YU,5456,Passenger Assistance Alarm Activated - No Trouble Found
9073,2021-03-18,13:16,Thursday,EGLINTON STATION,SUAE,0,0,N/A,YU,0,Assault / Employee Involved
9074,2021-03-18,13:17,Thursday,BROADVIEW STATION,MUD,3,7,E,BD,5122,Door Problems - Passenger Related
9075,2021-03-18,15:23,Thursday,SHERBOURNE STATION,MUO,4,8,W,BD,5051,Miscellaneous Other
9076,2021-03-18,15:39,Thursday,CHRISTIE STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9077,2021-03-18,17:24,Thursday,FINCH STATION,TUSUP,5,10,S,YU,5666,Supervisory Error
9078,2021-03-18,18:17,Thursday,FINCH STATION,MUPAA,0,0,S,YU,5786,Passenger Assistance Alarm Activated - No Trouble Found
9079,2021-03-18,18:58,Thursday,WELLESLEY STATION,SUAP,0,0,S,YU,5566,Assault / Patron Involved
9080,2021-03-18,19:13,Thursday,ISLINGTON STATION,SUUT,11,15,E,BD,5099,Unauthorized at Track Level
9081,2021-03-18,20:15,Thursday,FINCH STATION,TUNIP,5,10,S,YU,5776,Operator Not In Position
9082,2021-03-18,21:05,Thursday,WELLESLEY STATION,MUPAA,0,0,N,YU,5731,Passenger Assistance Alarm Activated - No Trouble Found
9083,2021-03-18,21:51,Thursday,BLOOR STATION,SUUT,25,30,S,YU,5771,Unauthorized at Track Level
9084,2021-03-18,22:00,Thursday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
9085,2021-03-19,00:00,Friday,BLOOR STATION,SUDP,0,0,N,YU,0,Disorderly Patron
9086,2021-03-19,00:18,Friday,SHEPPARD-YONGE (TAIL T,SUUT,36,41,E,SHP,6156,Unauthorized at Track Level
9087,2021-03-19,01:36,Friday,YONGE BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9088,2021-03-19,02:09,Friday,BAY STATION,SUROB,0,0,N/A,BD,0,Robbery
9089,2021-03-19,05:44,Friday,SUMMERHILL TO BLOOR ST,PUTWZ,15,19,S,YU,5566,Work Zone Problems - Track
9090,2021-03-19,06:00,Friday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU,0,Miscellaneous Other
9091,2021-03-19,06:01,Friday,YORK MILLS STATION,TUSC,0,0,S,YU,5756,Operator Overspeeding
9092,2021-03-19,06:53,Friday,YORK MILLS STATION,EUTRD,4,8,N,YU,5691,TR Cab Doors
9093,2021-03-19,06:59,Friday,VAUGHAN MC STATION,EUBO,4,8,S,YU,6126,Body
9094,2021-03-19,07:31,Friday,SHEPPARD WEST STATION,EUAL,4,8,S,YU,5621,Alternating Current
9095,2021-03-19,07:51,Friday,SHEPPARD STATION,MUPAA,0,0,S,YU,5386,Passenger Assistance Alarm Activated - No Trouble Found
9096,2021-03-19,08:26,Friday,YONGE BD STATION,SUAP,0,0,N/A,BD,0,Assault / Patron Involved
9097,2021-03-19,08:36,Friday,LAWRENCE STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
9098,2021-03-19,08:54,Friday,BLOOR STATION,MUPAA,0,0,N,YU,6081,Passenger Assistance Alarm Activated - No Trouble Found
9099,2021-03-19,08:58,Friday,BLOOR STATION,MUPAA,0,0,S,YU,5566,Passenger Assistance Alarm Activated - No Trouble Found
9100,2021-03-19,09:03,Friday,BLOOR STATION,SUDP,4,8,S,YU,5471,Disorderly Patron
9101,2021-03-19,09:06,Friday,ST GEORGE BD STATION,MUD,3,7,W,BD,5182,Door Problems - Passenger Related
9102,2021-03-19,09:32,Friday,ROYAL YORK STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9103,2021-03-19,09:35,Friday,GLENCAIRN STATION,MUD,4,8,N,YU,6051,Door Problems - Passenger Related
9104,2021-03-19,10:00,Friday,WOODBINE STATION,MUNCA,0,0,N/A,BD,0,
9105,2021-03-19,10:25,Friday,DUNDAS WEST STATION,MUSC,0,0,W,BD,5168,Miscellaneous Speed Control
9106,2021-03-19,11:28,Friday,DUNDAS WEST STATION,SUDP,10,14,W,BD,5109,Disorderly Patron
9107,2021-03-19,13:07,Friday,SPADINA BD STATION,MUPAA,0,0,W,BD,5515,Passenger Assistance Alarm Activated - No Trouble Found
9108,2021-03-19,13:32,Friday,PAPE STATION,SUDP,0,0,N/A,BD,0,Disorderly Patron
9109,2021-03-19,14:17,Friday,BESSARION STATION,MUSC,0,0,E,SHP,6141,Miscellaneous Speed Control
9110,2021-03-19,15:28,Friday,KIPLING STATION,TUSUP,4,7,E,BD,5086,Supervisory Error
9111,2021-03-19,15:41,Friday,VICTORIA PARK STATION,TUMVS,0,0,W,BD,5146,Operator Violated Signal
9112,2021-03-19,15:52,Friday,KENNEDY SRT STATION,PRSA,13,18,S,SRT,3011,Axle Counter Related
9113,2021-03-19,18:34,Friday,KING STATION,MUNCA,0,0,N/A,YU,0,
9114,2021-03-19,19:12,Friday,BROADVIEW STATION,SUDP,3,7,E,BD,5106,Disorderly Patron
9115,2021-03-19,19:15,Friday,YONGE BD STATION,SUDP,9,16,W,BD,5333,Disorderly Patron
9116,2021-03-19,19:19,Friday,MAIN STREET STATION,SUROB,0,0,N/A,BD,0,Robbery
9117,2021-03-19,19:26,Friday,ROYAL YORK STATION,SUDP,3,7,W,BD,5263,Disorderly Patron
9118,2021-03-19,20:40,Friday,HIGH PARK STATION,SUDP,0,0,W,BD,5342,Disorderly Patron
9119,2021-03-19,22:00,Friday,YONGE UNIVERSITY SUBWA,MUO,0,0,B,YU/BD,0,Miscellaneous Other
9120,2021-03-19,22:05,Friday,VICTORIA PARK STATION,PUMEL,0,0,E,BD,0,Escalator/Elevator Incident
9121,2021-03-19,23:17,Friday,VAUGHAN MC STATION,TUSUP,19,24,S,YU,5931,Supervisory Error
9122,2021-03-20,02:50,Saturday,FINCH STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9123,2021-03-20,04:13,Saturday,WILSON STATION,MUO,0,0,N/A,YU,0,Miscellaneous Other
9124,2021-03-20,05:53,Saturday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6161,Miscellaneous Speed Control
9125,2021-03-20,06:00,Saturday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU,0,Miscellaneous Other
9126,2021-03-20,07:32,Saturday,DAVISVILLE STATION,SUDP,7,12,S,YU,5701,Disorderly Patron
9127,2021-03-20,08:16,Saturday,SHEPPARD-YONGE STATION,MUSAN,4,9,E,SHP,6166,Unsanitary Vehicle
9128,2021-03-20,10:42,Saturday,UNION STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9129,2021-03-20,10:45,Saturday,UNION STATION,MUATC,3,8,S,YU,6041,ATC Project
9130,2021-03-20,10:55,Saturday,BLOOR STATION,MUIR,3,8,S,YU,6131,Injured or ill Customer (On Train) - Medical Aid Refused
9131,2021-03-20,13:18,Saturday,CHESTER STATION,MUPAA,0,0,E,BD,5190,Passenger Assistance Alarm Activated - No Trouble Found
9132,2021-03-20,14:02,Saturday,BAY STATION,SUDP,6,10,E,BD,5099,Disorderly Patron
9133,2021-03-20,14:18,Saturday,COLLEGE STATION,SUDP,9,14,S,YU,6116,Disorderly Patron
9134,2021-03-20,15:04,Saturday,GREENWOOD STATION,MUD,7,11,W,BD,5292,Door Problems - Passenger Related
9135,2021-03-20,15:49,Saturday,ROSEDALE STATION,SUUT,22,27,S,YU,5691,Unauthorized at Track Level
9136,2021-03-20,16:03,Saturday,OSSINGTON STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9137,2021-03-20,16:54,Saturday,FINCH STATION,MUSAN,5,10,S,YU,5786,Unsanitary Vehicle
9138,2021-03-20,17:48,Saturday,KING STATION,SUDP,12,17,N,YU,5836,Disorderly Patron
9139,2021-03-20,17:53,Saturday,KING STATION,MUPAA,7,12,S,YU,5771,Passenger Assistance Alarm Activated - No Trouble Found
9140,2021-03-20,19:30,Saturday,FINCH STATION,MUNOA,5,10,S,YU,0,No Operator Immediately Available - Not E.S.A. Related 
9141,2021-03-20,19:46,Saturday,KING STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported
9142,2021-03-20,20:05,Saturday,DUNDAS STATION,MUNCA,0,0,N/A,YU,0,
9143,2021-03-20,20:21,Saturday,QUEEN STATION,SUDP,4,9,S,YU,5771,Disorderly Patron
9144,2021-03-20,21:23,Saturday,DUNDAS STATION,SUDP,0,0,N,YU,5661,Disorderly Patron
9145,2021-03-20,22:00,Saturday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
9146,2021-03-20,22:55,Saturday,CASTLE FRANK STATION,SUDP,12,18,E,BD,5061,Disorderly Patron
9147,2021-03-20,23:20,Saturday,SPADINA YUS STATION,SUDP,3,8,S,YU,5401,Disorderly Patron
9148,2021-03-20,23:34,Saturday,DONLANDS STATION,SUO,0,0,N/A,BD,0,Passenger Other
9149,2021-03-20,23:45,Saturday,SHEPPARD-YONGE TAIL,EUSC,0,0,N/A,SHP,5451,Speed Control Equipment  
9150,2021-03-21,00:23,Sunday,ST CLAIR STATION,EUPI,5,10,N,YU,5756,Propulsion System
9151,2021-03-21,00:28,Sunday,QUEEN STATION,SUDP,5,10,N,YU,5781,Disorderly Patron
